,Class Prefix,Class Number,Class title,Class day,start_time,finish_time,Class instructor
453,M,670-1,Missiology in Ecumenical and Global Perspectives,Th,13:00:00,14:20:00,Luis Souza
455,M,698-1,Special Topics in Mission,TuTh,13:00:00,14:20:00,Richard Darr
457,MSP,501-1,Ethical Issues in Pharmacology,W,15:30:00,16:30:00,Michael Kuhar
458,MSP,570R-1,Introductory Graduate Seminar,M,12:00:00,13:15:00,Nael McCarty
460,MSP,790R-1,Advanced Graduate Seminar,M,12:00:00,13:15:00,Nael McCarty
462,ECON,101-1,Principles of Microeconomics,TuTh,10:00:00,11:15:00,Hashem Dezhbakhsh
463,ECON,101-2,Principles of Microeconomics,MW,13:00:00,14:15:00,Hugo Mialon
464,ECON,101-3,Principles of Microeconomics,MW,11:30:00,12:45:00,Shomu Banerjee
465,ECON,101-4,Principles of Microeconomics,TuTh,16:00:00,17:15:00,Katie Leinenbach
466,ECON,112-1,Principles of Macroeconomics,MW,14:30:00,15:45:00,Nelson Lind
467,ECON,112-2,Principles of Macroeconomics,MW,13:00:00,14:15:00,Musa Ayar
468,ECON,112-3,Principles of Macroeconomics,TuTh,11:30:00,12:45:00,Noah MacDonald
469,ECON,112-4,Principles of Macroeconomics,MW,17:30:00,18:45:00,Jung Kim
470,ECON,190-1,Freshman SeminarEconomics,TuTh,14:30:00,15:45:00,David McMillon
471,ECON,190-3,Freshman SeminarEconomics,MW,10:00:00,11:15:00,Melvin Ayogu
472,ECON,201-1,Intermediate Microeconomics,TuTh,8:30:00,9:45:00,Teddy Kim
473,ECON,201-2,Intermediate Microeconomics,MW,16:00:00,17:40:00,Shomu Banerjee
474,ECON,201-3,Intermediate Microeconomics,TuTh,10:00:00,11:15:00,Maria Arbatskaya
475,ECON,212-1,Intermediate Macroeconomics,TuTh,16:00:00,17:15:00,Not Listed
476,ECON,212-2,Intermediate Macroeconomics,MW,14:30:00,15:45:00,Kaiji Chen
477,ECON,212-3,Intermediate Macroeconomics,MW,13:00:00,14:15:00,Vivian Yue
478,ECON,215-1,Stocks Bonds  Financial Markets,MW,14:30:00,15:45:00,Musa Ayar
479,ECON,215-2,Stocks Bonds  Financial Markets,TuTh,10:00:00,11:15:00,Kelli Lanier
480,ECON,220-LAB1,Probability and Statistics for Economists,F,15:00:00,15:50:00,Hau Nguyen
481,ECON,220-LAB2,Probability and Statistics for Economists,F,10:00:00,10:50:00,Hau Nguyen
482,ECON,220-LAB3,Probability and Statistics for Economists,F,14:00:00,14:50:00,Hau Nguyen
483,ECON,220-1,Probability and Statistics for Economists,TuTh,14:30:00,15:45:00,Hau Nguyen
484,ECON,220-2,Probability and Statistics for Economists,MW,8:30:00,9:45:00,Paloma Moyano
485,ECON,220-3,Probability and Statistics for Economists,MW,14:30:00,15:45:00,Jong Kim
486,ECON,231-1,Introduction to Global Trade and Finance,MW,8:30:00,9:45:00,Tom Smith
487,ECON,309W-1,Contemporary Economic Issues,MWF,10:00:00,10:50:00,Kaushik Mukhopadhaya
488,ECON,310-1,Experimental Economics,TuTh,8:30:00,9:45:00,Kelli Lanier
489,ECON,320-LAB1,Econometrics,F,11:00:00,11:50:00,Paloma Moyano
490,ECON,320-LAB2,Econometrics,F,9:00:00,9:50:00,Paloma Moyano
491,ECON,320-LAB3,Econometrics,F,10:00:00,10:50:00,Paloma Moyano
492,ECON,320-1,Econometrics,MW,11:30:00,12:45:00,Esfandiar Maasoumi
493,ECON,320-2,Econometrics,MW,8:30:00,9:45:00,Stefan Hoderlein
494,ECON,320-3,Econometrics,TuTh,10:00:00,11:15:00,Zheng Fang
495,ECON,333-1,Financial Economics,TuTh,13:00:00,14:15:00,Not Listed
496,ECON,365-1,Environmental Economics and Policy,MW,13:00:00,14:15:00,Farah Hasin
497,ECON,366W-1,Development Issues for Africa,MW,14:30:00,15:45:00,Melvin Ayogu
498,ECON,371-1,Health Economics,TuTh,14:30:00,15:45:00,Sara Markowitz
499,ECON,372-1,Health Care Markets,MW,10:00:00,11:15:00,Ian McCarthy
500,ECON,385-1,Special Topics in Economics,TuTh,17:30:00,18:45:00,Sam Cherribi
503,ECON,400-1,Managerial Economics,TuTh,14:30:00,15:45:00,Maria Arbatskaya
504,ECON,410W-1,Topics In Macroeconomics,MW,17:30:00,18:45:00,Lei Fang
505,ECON,411-1,Money  Banking,TuTh,11:30:00,12:45:00,Sheila Tschinkel
506,ECON,415-1,Behavioral Economics  Finance,MW,19:00:00,20:15:00,JeongHo Kim
507,ECON,422-1,Economic Forecasting,MW,10:00:00,11:15:00,Sue Mialon
508,ECON,425-1,Mathematical Economics,TuTh,10:00:00,11:15:00,InKoo Cho
509,ECON,431-1,International Trade,MW,11:30:00,12:45:00,Nelson Lind
510,ECON,433-1,Advanced Financial Markets,MW,10:00:00,11:15:00,Caroline Fohlin
511,ECON,446-1,Housing and Mortgage Markets,MW,14:30:00,15:45:00,Not Listed
513,ECON,485-1,Advanced Topics in Economics,F,13:00:00,15:45:00,Stephen OConnell
514,ECON,485-2,Advanced Topics in Economics,MW,16:00:00,17:15:00,Keith Robinson
515,ECON,495A-1,Honors Seminar,F,8:30:00,11:15:00,Stephen OConnell
516,ECON,499R-1,Undergraduate Research in Economics,TuTh,16:00:00,17:15:00,Caroline Fohlin
517,ECON,526-1,Quantitative Methods I,MTuWThF,14:00:00,16:00:00,Daniel Levy
518,ECON,526-2,Quantitative Methods I,TuTh,16:00:00,17:15:00,Not Listed
519,ECON,600-1,Microeconomic Theory I,TuTh,10:00:00,11:15:00,Teddy Kim
520,ECON,610-1,Macroeconomic Theory I,MW,14:30:00,15:45:00,Vivian Yue
521,ECON,620-1,Probability Theory and Statistical Inference,MW,13:00:00,14:15:00,Elena Pesavento
522,ECON,622-1,Econometric Methods II,TuTh,8:30:00,9:45:00,Zheng Fang
523,ECON,626-1,Quantitative Methods II,MWF,14:30:00,17:30:00,Daniel Levy
524,ECON,693-1,Teaching Economics,MW,11:30:00,12:45:00,Jong Kim
525,ECON,711-1,MonetaryFinancial Economics,TuTh,16:00:00,17:15:00,Not Listed
526,ECON,720-1,Topics in Macroeconomics and Finance,MW,16:00:00,17:15:00,Not Listed
527,ECON,725-1,Computer Programming  Data Management in Economics,MW,8:30:00,9:45:00,David JachoChavez
528,ECON,761-1,Mrkt Struct  Imperfct Competition,TuTh,14:30:00,15:45:00,InKoo Cho
529,ECON,770-1,Health Economics I,TuTh,10:00:00,11:15:00,Sara Markowitz
530,ECON,791G-1,Dissertation Workshop I,MWF,16:00:00,17:30:00,InKoo Cho
531,ECON,791G-2,Dissertation Workshop I,Tu,13:00:00,15:45:00,Sara Markowitz
538,ECON,212-1,Intermediate Macroeconomics,TuTh,11:30:00,12:45:00,Jasminka Ninkovic
539,ECON,212-2,Intermediate Macroeconomics,TuTh,14:30:00,15:45:00,Jasminka Ninkovic
540,ECON,385R-1,Special Topics In Economics,TuTh,14:30:00,15:45:00,Teresa Romano
541,PC,501-1,Introduction To Pastoral Care,Th,14:30:00,17:30:00,Gregory Ellison
542,PC,501-10,Introduction To Pastoral Care,M,14:30:00,16:30:00,Keith Menhinick
543,PC,610-1,Crisis Ministry,W,13:00:00,16:00:00,Keith Menhinick
544,PC,612-1,Spirituality and Health,M,14:30:00,17:30:00,Lahronda Little
545,PC,635-800,Trauma Theology and Pastoral Care,MTuWThF,9:00:00,13:00:00,Danielle Hansen
546,RUSS,101-1,Elementary Russian I,MW,10:00:00,10:50:00,Not Listed
547,RUSS,101-2,Elementary Russian I,MW,11:30:00,12:20:00,Not Listed
548,RUSS,201-1,Interm Russ ConversationReading,MW,11:30:00,12:20:00,Vera Proskurina
549,RUSS,271W-1,Imperial Russian Culture,TuTh,14:30:00,15:45:00,Juliette Apkarian
550,RUSS,311-1,Topics Russian Fiction and Nonfiction,MW,13:00:00,14:15:00,Vera Proskurina
566,TATT,605NRSG-1,Teaching Assistantship,W,11:00:00,11:50:00,Ann Rogers
611,THM,501-1,ThM Project Seminar,F,13:00:00,14:00:00,Joy McDougall
628,HLTH,100-1,Its Your Health  Wellbeing,Tu,11:30:00,12:20:00,Lisa DuPree
629,HLTH,100-2,Its Your Health  Wellbeing,Tu,11:30:00,12:20:00,Lisa DuPree
630,HLTH,100-3,Its Your Health  Wellbeing,Tu,11:30:00,12:20:00,Lisa DuPree
631,HLTH,100-4,Its Your Health  Wellbeing,Tu,11:30:00,12:20:00,Lisa DuPree
632,HLTH,100-5,Its Your Health  Wellbeing,Tu,13:00:00,13:50:00,Lisa DuPree
633,HLTH,100-6,Its Your Health  Wellbeing,Tu,13:00:00,13:50:00,Lisa DuPree
634,HLTH,100-7,Its Your Health  Wellbeing,Tu,13:00:00,13:50:00,Lisa DuPree
635,HLTH,100-8,Its Your Health  Wellbeing,Tu,13:00:00,13:50:00,Lisa DuPree
636,HLTH,100-9,Its Your Health  Wellbeing,Tu,13:00:00,13:50:00,Lisa DuPree
637,HLTH,100-10,Its Your Health  Wellbeing,Tu,13:00:00,13:50:00,Lisa DuPree
638,HLTH,100-11,Its Your Health  Wellbeing,Tu,13:00:00,13:50:00,Lisa DuPree
639,HLTH,100-12,Its Your Health  Wellbeing,Tu,13:00:00,13:50:00,Lisa DuPree
640,HLTH,100-13,Its Your Health  Wellbeing,W,8:30:00,9:20:00,Lisa DuPree
641,HLTH,100-14,Its Your Health  Wellbeing,W,8:30:00,9:20:00,Lisa DuPree
642,HLTH,100-15,Its Your Health  Wellbeing,W,8:30:00,9:20:00,Lisa DuPree
643,HLTH,100-16,Its Your Health  Wellbeing,W,8:30:00,9:20:00,Lisa DuPree
644,HLTH,100-17,Its Your Health  Wellbeing,W,10:00:00,10:50:00,Lisa DuPree
645,HLTH,100-18,Its Your Health  Wellbeing,W,10:00:00,10:50:00,Lisa DuPree
646,HLTH,100-19,Its Your Health  Wellbeing,W,10:00:00,10:50:00,Lisa DuPree
647,HLTH,100-20,Its Your Health  Wellbeing,W,10:00:00,10:50:00,Lisa DuPree
648,HLTH,100-21,Its Your Health  Wellbeing,W,10:00:00,10:50:00,Lisa DuPree
649,HLTH,100-22,Its Your Health  Wellbeing,W,10:00:00,10:50:00,Lisa DuPree
650,HLTH,100-23,Its Your Health  Wellbeing,W,10:00:00,10:50:00,Lisa DuPree
651,HLTH,100-24,Its Your Health  Wellbeing,W,10:00:00,10:50:00,Lisa DuPree
652,HLTH,100-25,Its Your Health  Wellbeing,W,13:00:00,13:50:00,Lisa DuPree
653,HLTH,100-26,Its Your Health  Wellbeing,W,13:00:00,13:50:00,Lisa DuPree
654,HLTH,100-27,Its Your Health  Wellbeing,W,13:00:00,13:50:00,Lisa DuPree
655,HLTH,100-28,Its Your Health  Wellbeing,W,13:00:00,13:50:00,Lisa DuPree
656,HLTH,100-29,Its Your Health  Wellbeing,W,13:00:00,13:50:00,Lisa DuPree
657,HLTH,100-30,Its Your Health  Wellbeing,W,13:00:00,13:50:00,Lisa DuPree
658,HLTH,100-31,Its Your Health  Wellbeing,W,13:00:00,13:50:00,Lisa DuPree
659,HLTH,100-32,Its Your Health  Wellbeing,W,13:00:00,13:50:00,Lisa DuPree
660,HLTH,100-33,Its Your Health  Wellbeing,W,16:00:00,16:50:00,Lisa DuPree
661,HLTH,100-34,Its Your Health  Wellbeing,W,16:00:00,16:50:00,Lisa DuPree
662,HLTH,100-35,Its Your Health  Wellbeing,W,16:00:00,16:50:00,Lisa DuPree
663,HLTH,100-36,Its Your Health  Wellbeing,W,16:00:00,16:50:00,Lisa DuPree
664,HLTH,100-37,Its Your Health  Wellbeing,W,17:30:00,18:20:00,Lisa DuPree
665,HLTH,100-38,Its Your Health  Wellbeing,W,17:30:00,18:20:00,Lisa DuPree
666,HLTH,100-39,Its Your Health  Wellbeing,W,17:30:00,18:20:00,Lisa DuPree
667,HLTH,100-40,Its Your Health  Wellbeing,W,17:30:00,18:20:00,Lisa DuPree
668,HLTH,100-41,Its Your Health  Wellbeing,Th,8:30:00,9:20:00,Lisa DuPree
669,HLTH,100-42,Its Your Health  Wellbeing,Th,8:30:00,9:20:00,Lisa DuPree
670,HLTH,100-43,Its Your Health  Wellbeing,Th,8:30:00,9:20:00,Lisa DuPree
671,HLTH,100-44,Its Your Health  Wellbeing,Th,8:30:00,9:20:00,Lisa DuPree
672,HLTH,100-45,Its Your Health  Wellbeing,Th,10:00:00,10:50:00,Lisa DuPree
673,HLTH,100-46,Its Your Health  Wellbeing,Th,10:00:00,10:50:00,Lisa DuPree
674,HLTH,100-47,Its Your Health  Wellbeing,Th,10:00:00,10:50:00,Lisa DuPree
675,HLTH,100-48,Its Your Health  Wellbeing,Th,10:00:00,10:50:00,Lisa DuPree
676,HLTH,100-49,Its Your Health  Wellbeing,Th,16:00:00,16:50:00,Lisa DuPree
677,HLTH,100-50,Its Your Health  Wellbeing,Th,16:00:00,16:50:00,Lisa DuPree
678,HLTH,100-51,Its Your Health  Wellbeing,Th,16:00:00,16:50:00,Lisa DuPree
679,HLTH,100-52,Its Your Health  Wellbeing,Th,16:00:00,16:50:00,Lisa DuPree
680,HLTH,100-53,Its Your Health  Wellbeing,Th,17:30:00,18:20:00,Lisa DuPree
681,HLTH,100-54,Its Your Health  Wellbeing,Th,17:30:00,18:20:00,Lisa DuPree
682,HLTH,100-55,Its Your Health  Wellbeing,Th,17:30:00,18:20:00,Lisa DuPree
683,HLTH,100-56,Its Your Health  Wellbeing,Th,17:30:00,18:20:00,Lisa DuPree
684,HLTH,100-57,Its Your Health  Wellbeing,F,8:30:00,9:20:00,Lisa DuPree
685,HLTH,100-58,Its Your Health  Wellbeing,F,8:30:00,9:20:00,Lisa DuPree
686,HLTH,100-59,Its Your Health  Wellbeing,F,8:30:00,9:20:00,Lisa DuPree
687,HLTH,100-60,Its Your Health  Wellbeing,F,8:30:00,9:20:00,Lisa DuPree
688,HLTH,100-61,Its Your Health  Wellbeing,F,10:00:00,10:50:00,Lisa DuPree
689,HLTH,100-62,Its Your Health  Wellbeing,F,10:00:00,10:50:00,Lisa DuPree
690,HLTH,100-63,Its Your Health  Wellbeing,F,10:00:00,10:50:00,Lisa DuPree
691,HLTH,100-64,Its Your Health  Wellbeing,F,10:00:00,10:50:00,Lisa DuPree
692,HLTH,100-65,Its Your Health  Wellbeing,F,10:00:00,10:50:00,Lisa DuPree
693,HLTH,100-66,Its Your Health  Wellbeing,F,10:00:00,10:50:00,Lisa DuPree
694,HLTH,100-67,Its Your Health  Wellbeing,F,10:00:00,10:50:00,Lisa DuPree
695,HLTH,100-68,Its Your Health  Wellbeing,F,11:30:00,12:20:00,Lisa DuPree
696,HLTH,100-69,Its Your Health  Wellbeing,F,11:30:00,12:20:00,Lisa DuPree
697,HLTH,100-70,Its Your Health  Wellbeing,F,11:30:00,12:20:00,Lisa DuPree
698,HLTH,100-71,Its Your Health  Wellbeing,F,11:30:00,12:20:00,Lisa DuPree
699,HLTH,100-72,Its Your Health  Wellbeing,F,11:30:00,12:20:00,Lisa DuPree
700,HLTH,100-73,Its Your Health  Wellbeing,F,11:30:00,12:20:00,Lisa DuPree
701,HLTH,100-74,Its Your Health  Wellbeing,F,11:30:00,12:20:00,Lisa DuPree
702,HLTH,100-75,Its Your Health  Wellbeing,F,13:00:00,13:50:00,Lisa DuPree
703,HLTH,100-76,Its Your Health  Wellbeing,F,13:00:00,13:50:00,Lisa DuPree
704,HLTH,100-77,Its Your Health  Wellbeing,F,13:00:00,13:50:00,Lisa DuPree
705,HLTH,100-78,Its Your Health  Wellbeing,F,13:00:00,13:50:00,Lisa DuPree
706,HLTH,100-79,Its Your Health  Wellbeing,F,13:00:00,13:50:00,Lisa DuPree
707,HLTH,100-80,Its Your Health  Wellbeing,F,13:00:00,13:50:00,Lisa DuPree
708,HLTH,100-81,Its Your Health  Wellbeing,F,13:00:00,13:50:00,Lisa DuPree
709,HLTH,100-82,Its Your Health  Wellbeing,F,16:00:00,16:50:00,Lisa DuPree
710,HLTH,190-1,Freshman Seminar Human Health,MW,13:00:00,14:15:00,Jill Welkley
711,HLTH,207-1,Fundamentals of Epidemiology,MW,13:00:00,14:15:00,Lauren ChristiansenLindquist
712,HLTH,220-1,Introduction to Nutrition Science,MW,10:00:00,11:15:00,Myra WoodworthHobbs
713,HLTH,230-1,Health Wellbeing  Humanities,TuTh,13:00:00,14:15:00,Chris Eagle
714,HLTH,230-2,Health Wellbeing  Humanities,TuTh,14:30:00,15:45:00,Chris Eagle
715,HLTH,250-1,Foundations of Global Health,TuTh,10:00:00,11:15:00,Rachel HallClifford
716,HLTH,285-1,Topics in Human Health,TuTh,8:30:00,9:45:00,Robert Hood
717,HLTH,300R-1,Peer Health Partners,M,14:30:00,15:45:00,Fatima Waseem
719,HLTH,310-1,Defining Health Biocultural Perspectives,TuTh,13:00:00,14:15:00,Michelle Lampl
720,HLTH,314-1,The Science of Sleep,MW,14:30:00,15:45:00,Amanda Freeman
721,HLTH,317-1,Microbiome in Health  Disease,TuTh,14:30:00,15:45:00,Amanda Freeman
722,HLTH,320-1,Nutrition and Chronic Disease,MW,11:30:00,12:45:00,Jean Welsh
723,HLTH,323-1,Nutrition for Exercise and Sport,TuTh,10:00:00,11:15:00,Dan Benardot
724,HLTH,328-1,Textbook to Table,MW,14:30:00,15:45:00,Jill Welkley
725,HLTH,329-1,Motor Physiology,TuTh,17:30:00,18:45:00,Myra WoodworthHobbs
726,HLTH,333-1,American Healthcare Ethics,TuTh,16:00:00,17:15:00,Chris Eagle
727,HLTH,335-1,Bioethics and Clinical Questions,MW,11:30:00,12:45:00,Christina Gavegnano
728,HLTH,340-1,Food Health and Society,MW,8:30:00,9:45:00,Cassandra Quave
729,HLTH,341-1,Vaccines and Immunology in HLTH,TuTh,13:00:00,14:15:00,Christina Gavegnano
730,HLTH,343-1,Science of Integrative Health,TuTh,11:30:00,12:45:00,Carolyn Accardi
731,HLTH,347-1,21st Century HLTH  Wellbeing,TuTh,8:30:00,9:45:00,Charles Raison
732,HLTH,350R-1,Core Issues in Global Health,TuTh,10:00:00,11:15:00,Helena Pachon
733,HLTH,367-1,The Self in Performance,MW,10:00:00,11:15:00,Erica Craig
734,HLTH,373-1,Delivering Health,Tu,14:30:00,16:10:00,Victoria Phillips
735,HLTH,376-1,Health and Science Podcasting,MW,14:30:00,15:45:00,Not Listed
736,HLTH,385W-1,Special Topics Human Health,W,18:00:00,20:45:00,Maryn McKenna
737,HLTH,385-6,Special Topics Human Health,MW,11:30:00,12:45:00,Myra WoodworthHobbs
738,HLTH,385-8,Special Topics Human Health,MW,13:00:00,14:15:00,Not Listed
739,HLTH,385-9,Special Topics Human Health,MW,8:30:00,9:45:00,Not Listed
740,HLTH,385-10,Special Topics Human Health,TuTh,11:30:00,12:45:00,Not Listed
741,HLTH,385-11,Special Topics Human Health,TuTh,11:30:00,12:45:00,Art Linton
742,HLTH,385-12,Special Topics Human Health,TuTh,16:00:00,17:15:00,Art Linton
745,HLTH,400-1,Community Health Education Strategies,M,16:00:00,17:15:00,Lisa DuPree
746,HLTH,431-1,Stigma  Health,M,16:00:00,18:45:00,Sydney Spangler
747,HLTH,455-1,Collaborate to Transform HLTH,MW,10:00:00,11:15:00,John Cranmer
748,HLTH,469-1,Medical Discourse in Latin America,TuTh,10:00:00,11:15:00,Xochiquetzal MarsilliVargas
749,HLTH,485-1,Variable Topics in Human Health,F,13:00:00,15:45:00,Brittany Murray
750,HLTH,495A-1,Honors Research,Th,14:30:00,15:45:00,Rachel HallClifford
754,BIOL,120-LAB1,Concepts In Biology,W,14:30:00,17:30:00,Megan Cole
755,BIOL,120-LAB2,Concepts In Biology,W,18:00:00,21:00:00,Megan Cole
756,BIOL,120-LAB3,Concepts In Biology,Th,8:00:00,11:00:00,Megan Cole
757,BIOL,120-LAB4,Concepts In Biology,Th,14:30:00,17:30:00,Megan Cole
758,BIOL,120-1,Concepts In Biology,TuTh,17:30:00,18:45:00,Edward Nam
759,BIOL,141-1,Foundations of Modern Biol I,MW,8:30:00,9:45:00,Miguel Reyes
760,BIOL,141L-1,Foundations of Modern Biology I Lab,M,14:30:00,17:30:00,Megan Cole
761,BIOL,141-2,Foundations of Modern Biol I,MW,13:00:00,14:15:00,Eric Battaglioli
762,BIOL,141L-2,Foundations of Modern Biology I Lab,M,14:30:00,17:30:00,Megan Cole
763,BIOL,141-3,Foundations of Modern Biol I,MW,14:30:00,15:45:00,Eric Battaglioli
764,BIOL,141L-3,Foundations of Modern Biology I Lab,M,14:30:00,17:30:00,Megan Cole
765,BIOL,141-4,Foundations of Modern Biol I,TuTh,16:00:00,17:15:00,Edward Nam
766,BIOL,141L-4,Foundations of Modern Biology I Lab,M,14:30:00,17:30:00,Megan Cole
767,BIOL,141-5,Foundations of Modern Biol I,TuThF,8:30:00,9:20:00,Jacobus Roode
768,BIOL,141L-5,Foundations of Modern Biology I Lab,M,18:00:00,21:00:00,Megan Cole
769,BIOL,141-6,Foundations of Modern Biol I,TuTh,11:30:00,12:45:00,Eladio Abreu
770,BIOL,141L-6,Foundations of Modern Biology I Lab,M,18:00:00,21:00:00,Megan Cole
771,BIOL,141-7,Foundations of Modern Biol I,TuTh,10:00:00,11:15:00,Skye Comstra
772,BIOL,141L-7,Foundations of Modern Biology I Lab,M,18:00:00,21:00:00,Megan Cole
773,BIOL,141L-8,Foundations of Modern Biology I Lab,M,18:00:00,21:00:00,Megan Cole
774,BIOL,141L-9,Foundations of Modern Biology I Lab,Tu,8:00:00,11:00:00,Megan Cole
775,BIOL,141L-10,Foundations of Modern Biology I Lab,Tu,8:00:00,11:00:00,Megan Cole
776,BIOL,141L-11,Foundations of Modern Biology I Lab,Tu,8:00:00,11:00:00,Megan Cole
777,BIOL,141L-12,Foundations of Modern Biology I Lab,Tu,14:30:00,17:30:00,Megan Cole
778,BIOL,141L-13,Foundations of Modern Biology I Lab,Tu,14:30:00,17:30:00,Megan Cole
779,BIOL,141L-14,Foundations of Modern Biology I Lab,Tu,14:30:00,17:30:00,Megan Cole
780,BIOL,141L-15,Foundations of Modern Biology I Lab,Tu,14:30:00,17:30:00,Megan Cole
781,BIOL,141L-16,Foundations of Modern Biology I Lab,Tu,18:00:00,21:00:00,Megan Cole
782,BIOL,141L-17,Foundations of Modern Biology I Lab,Tu,18:00:00,21:00:00,Megan Cole
783,BIOL,141L-18,Foundations of Modern Biology I Lab,Tu,18:00:00,21:00:00,Megan Cole
784,BIOL,141L-19,Foundations of Modern Biology I Lab,Tu,18:00:00,21:00:00,Megan Cole
785,BIOL,141L-20,Foundations of Modern Biology I Lab,W,8:00:00,11:00:00,Megan Cole
786,BIOL,141L-21,Foundations of Modern Biology I Lab,W,8:00:00,11:00:00,Megan Cole
787,BIOL,141L-22,Foundations of Modern Biology I Lab,W,8:00:00,11:00:00,Megan Cole
788,BIOL,141L-23,Foundations of Modern Biology I Lab,W,14:30:00,17:30:00,Megan Cole
789,BIOL,141L-24,Foundations of Modern Biology I Lab,W,14:30:00,17:30:00,Megan Cole
790,BIOL,141L-25,Foundations of Modern Biology I Lab,W,14:30:00,18:30:00,Megan Cole
791,BIOL,141L-26,Foundations of Modern Biology I Lab,W,14:30:00,17:30:00,Megan Cole
792,BIOL,141L-27,Foundations of Modern Biology I Lab,W,18:00:00,21:00:00,Megan Cole
793,BIOL,141L-28,Foundations of Modern Biology I Lab,W,18:00:00,21:00:00,Megan Cole
794,BIOL,141L-29,Foundations of Modern Biology I Lab,W,18:00:00,21:00:00,Megan Cole
795,BIOL,141L-30,Foundations of Modern Biology I Lab,Th,8:00:00,11:00:00,Megan Cole
796,BIOL,141L-31,Foundations of Modern Biology I Lab,Th,8:00:00,11:00:00,Megan Cole
797,BIOL,141L-32,Foundations of Modern Biology I Lab,Th,14:30:00,17:30:00,Megan Cole
798,BIOL,141L-33,Foundations of Modern Biology I Lab,Th,14:30:00,17:30:00,Megan Cole
799,BIOL,141L-34,Foundations of Modern Biology I Lab,Th,14:30:00,17:30:00,Megan Cole
800,BIOL,141L-35,Foundations of Modern Biology I Lab,Th,14:30:00,17:30:00,Megan Cole
801,BIOL,141L-36,Foundations of Modern Biology I Lab,Th,18:00:00,21:00:00,Megan Cole
802,BIOL,141L-37,Foundations of Modern Biology I Lab,Th,18:00:00,21:00:00,Megan Cole
803,BIOL,190-1,Freshman SeminarBiology,TuTh,13:00:00,14:15:00,Steven LHernault
804,BIOL,190-2,Freshman SeminarBiology,TuTh,11:30:00,12:45:00,Alexander Escobar
805,BIOL,190-3,Freshman SeminarBiology,TuTh,13:00:00,14:15:00,Eladio Abreu
806,BIOL,205-1,Comparative Vertebrate Anat WLab,MW,10:00:00,11:15:00,Laura Catano
807,BIOL,205-2,Comparative Vertebrate Anat WLab,M,11:30:00,14:30:00,Laura Catano
808,BIOL,205-3,Comparative Vertebrate Anat WLab,W,11:30:00,14:30:00,Laura Catano
809,BIOL,223-1,Developmental Biology,MW,16:00:00,17:15:00,Andreas Fritz
810,BIOL,240-1,Organismal Form and Function,TuTh,14:30:00,15:45:00,Kate OToole
811,BIOL,241-1,Evolutionary Biology,TuTh,10:00:00,11:15:00,Levi Morran
812,BIOL,241-2,Evolutionary Biology,M,9:00:00,9:50:00,Levi Morran
813,BIOL,241-3,Evolutionary Biology,M,10:00:00,10:50:00,Levi Morran
814,BIOL,241-4,Evolutionary Biology,M,11:00:00,11:50:00,Levi Morran
815,BIOL,241-5,Evolutionary Biology,M,12:00:00,12:50:00,Levi Morran
816,BIOL,247-1,Ecology,MW,11:30:00,12:45:00,Miguel Reyes
817,BIOL,247LW-1,Ecology Laboratory,Th,14:30:00,17:30:00,Christopher Beck
818,BIOL,250-1,Cell Biology,TuTh,17:30:00,18:45:00,Arri Eisen
819,BIOL,264-1,Genetics A Human Perspective,MW,11:30:00,12:45:00,David Gorkin
820,BIOL,264-2,Genetics A Human Perspective,W,15:00:00,15:50:00,Skye Comstra
821,BIOL,264-3,Genetics A Human Perspective,W,17:00:00,17:50:00,David Gorkin
822,BIOL,264-4,Genetics A Human Perspective,Th,17:00:00,17:50:00,David Gorkin
823,BIOL,301-1,Biochemistry I,TuTh,13:00:00,14:15:00,Alexander Escobar
824,BIOL,301-2,Biochemistry I,TuTh,14:30:00,15:45:00,William Kelly
825,BIOL,320-1,Animal Behavior,TuTh,14:30:00,15:45:00,Harold Gouzoules
826,BIOL,325-1,Primate Social Psychology,TuTh,10:00:00,11:15:00,Ben Wilson
827,BIOL,336-1,Human Physiology,TuTh,16:00:00,17:15:00,Kate OToole
828,BIOL,336-2,Human Physiology,MW,13:00:00,14:15:00,Iain Shepherd
829,BIOL,344-1,Food Health and Society,MW,8:30:00,9:45:00,Cassandra Quave
830,BIOL,345-1,Conservation Biology,TuTh,10:00:00,11:15:00,John Wegner
831,BIOL,360-1,Introduction To Neurobiology,TuTh,11:30:00,12:45:00,Dieter Jaeger
832,BIOL,360L-1,Neurobiology Data Lab,TuTh,13:00:00,14:15:00,Astrid Prinz
833,BIOL,360-2,Introduction To Neurobiology,MW,10:00:00,11:15:00,Anita Devineni
834,BIOL,370-1,Introduction to Microbiology,TuTh,13:00:00,14:15:00,Kathleen Campbell
835,BIOL,370LW-1,Introto Microbiology Lab,Tu,14:30:00,17:30:00,Kathleen Campbell
836,BIOL,370-2,Introduction to Microbiology,M,18:00:00,18:50:00,Kathleen Campbell
837,BIOL,370LW-2,Introto Microbiology Lab,Th,14:30:00,17:30:00,Kathleen Campbell
838,BIOL,370-3,Introduction to Microbiology,Tu,18:00:00,18:50:00,Kathleen Campbell
839,BIOL,370-4,Introduction to Microbiology,W,18:00:00,18:50:00,Kathleen Campbell
840,BIOL,370-5,Introduction to Microbiology,Th,18:00:00,18:50:00,Kathleen Campbell
