,Class Prefix,Class Number,Class title,Class day,start_time,finish_time,Class instructor
4642,ENGRD,101-7,Rhetorical CompositionCritical Reading,MW,13:00:00,14:15:00,Anmol Sahni
4643,ENGRD,101-8,Rhetorical CompositionCritical Reading,MW,14:30:00,15:45:00,Greg Palermo
4644,ENGRD,101-9,Rhetorical CompositionCritical Reading,TuTh,8:30:00,9:45:00,Md Uddin
4645,ENGRD,101-10,Rhetorical CompositionCritical Reading,TuTh,10:00:00,11:15:00,Md Uddin
4646,ENGRD,101-11,Rhetorical CompositionCritical Reading,TuTh,10:00:00,11:15:00,Mandy SuhrSytsma
4647,ENGRD,101-12,Rhetorical CompositionCritical Reading,TuTh,11:30:00,12:45:00,Mandy SuhrSytsma
4648,ENGRD,101-13,Rhetorical CompositionCritical Reading,TuTh,11:30:00,12:45:00,Mitch Murray
4649,ENGRD,101-14,Rhetorical CompositionCritical Reading,TuTh,13:00:00,14:15:00,Mitch Murray
4650,ENGRD,101-15,Rhetorical CompositionCritical Reading,TuTh,13:00:00,14:15:00,Bernard Krumm
4651,ENGRD,101-16,Rhetorical CompositionCritical Reading,TuTh,17:30:00,18:45:00,Bernard Krumm
4652,ENGRD,101-17,Rhetorical CompositionCritical Reading,MW,11:30:00,12:45:00,Julian Currents
4653,ENGRD,101-18,Rhetorical CompositionCritical Reading,TuTh,14:30:00,15:45:00,Julian Currents
4654,ENGRD,101-19,Rhetorical CompositionCritical Reading,TuTh,14:30:00,15:45:00,Donna McDermott
4655,ENGRD,101-20,Rhetorical CompositionCritical Reading,TuTh,16:00:00,17:15:00,Donna McDermott
4656,ENGRD,101-21,Rhetorical CompositionCritical Reading,MW,16:00:00,17:15:00,Not Listed
4657,ENGRD,101-22,Rhetorical CompositionCritical Reading,MW,8:30:00,9:45:00,Not Listed
4658,ENGRD,101-23,Rhetorical CompositionCritical Reading,MW,10:00:00,11:15:00,Not Listed
4659,ENGRD,101-24,Rhetorical CompositionCritical Reading,MW,13:00:00,14:15:00,Not Listed
4660,ENGRD,101-25,Rhetorical CompositionCritical Reading,TuTh,14:30:00,15:45:00,Not Listed
4661,ENGRD,101-26,Rhetorical CompositionCritical Reading,TuTh,16:00:00,17:15:00,Not Listed
4662,ENGRD,101-27,Rhetorical CompositionCritical Reading,TuTh,17:30:00,18:45:00,Not Listed
4663,ENGRD,123R-1,Communicative Grammar,Tu,10:00:00,11:15:00,Jane OConnor
4664,ENGRD,123R-2,Communicative Grammar,Th,13:00:00,14:15:00,Jane OConnor
4665,ENGRD,190-1,FSEM Rhetoric and Discourse,MW,8:30:00,9:45:00,Daniel Bosch
4666,ENGRD,201W-1,Multimedia Journalism,MW,16:00:00,17:15:00,Donna McDermott
4668,ENGRD,220W-1,Rhetorical Studies,MW,14:30:00,15:45:00,Not Listed
4669,ENGRD,221RW-1,Advanced Writing Workshop,TuTh,11:30:00,12:45:00,Md Uddin
4670,ENGRD,221RW-2,Advanced Writing Workshop,TuTh,10:00:00,11:15:00,Greg Palermo
4674,ENGRD,224R-1,English for ETSI Students,TuTh,11:30:00,12:45:00,Jane OConnor
4675,ENGRD,230W-1,Professional Writing,TuTh,13:00:00,14:15:00,Melissa Yang
4676,ENGRD,302W-1,Technical Writing,TuTh,14:30:00,15:45:00,Greg Palermo
4677,ENGRD,302W-2,Technical Writing,MW,10:00:00,11:15:00,Ben Miller
4678,ENGRD,316W-1,Rhetorics of Resistance,TuTh,10:00:00,11:15:00,Kathleen Leuschen
4679,ENGRD,349W-1,Writing for Publication,TuTh,10:00:00,11:15:00,Robert Birdwell
4680,POLS,100-1,National PoliticsUnited States,MW,14:30:00,15:45:00,Alexander Bolton
4681,POLS,110-1,Introduction to International Politics,TuTh,13:00:00,14:15:00,Eric Reinhardt
4682,POLS,111-1,Principles of Political Science,MW,10:00:00,11:15:00,Danielle Jung
4683,POLS,150-1,Foundations of American Democracy,TuTh,11:30:00,12:45:00,Not Listed
4684,POLS,190-1,Fresh Sem Poli Sci,Th,20:00:00,22:00:00,Hubert Tworzecki
4685,POLS,190-2,Fresh Sem Poli Sci,TuTh,17:30:00,18:45:00,Courtney Brown
4686,POLS,190-3,Fresh Sem Poli Sci,MW,10:00:00,11:15:00,Dan Reiter
4687,POLS,190-4,Fresh Sem Poli Sci,MW,14:30:00,15:45:00,Thomas Lancaster
4688,POLS,190-5,Fresh Sem Poli Sci,MW,16:00:00,17:15:00,Kiela Crabtree
4689,POLS,201-1,Classical Political Thought,MW,16:00:00,17:15:00,Not Listed
4690,POLS,202-1,Modern Political Thought,TuTh,13:00:00,14:15:00,Peter Wilkin
4691,POLS,208-1,Research Design and Methods,MW,11:30:00,12:45:00,David Davis
4692,POLS,208-2,Research Design and Methods,F,10:00:00,10:50:00,Not Listed
4693,POLS,208-3,Research Design and Methods,F,10:00:00,10:50:00,Not Listed
4694,POLS,208-4,Research Design and Methods,F,9:00:00,9:50:00,Not Listed
4695,POLS,208-5,Research Design and Methods,F,11:00:00,11:50:00,Not Listed
4696,POLS,208-6,Research Design and Methods,F,13:00:00,13:50:00,Not Listed
4697,POLS,227-1,Environmental Policy,TuTh,14:30:00,15:45:00,Lance Gunderson
4698,POLS,285-1,Spec Topics Political Science,MW,11:30:00,12:45:00,Geoffrey Levin
4699,POLS,300-1,Social Choice and Elections,MW,10:00:00,11:15:00,Elizabeth Penn
4700,POLS,310W-1,Research Statistical Modeling,TuTh,16:00:00,17:15:00,Courtney Brown
4701,POLS,320-1,Political Violence,TuTh,13:00:00,14:15:00,Emily Gade
4702,POLS,321-1,Comparative Political Economy,MW,13:00:00,14:15:00,Thomas Lancaster
4703,POLS,340-1,Race and Extralegal Violence,TuTh,16:00:00,17:15:00,Kiela Crabtree
4704,POLS,346-1,African American Politics,MW,17:30:00,18:45:00,Andra Gillespie
4705,POLS,347-1,Latino Politics in the US,MW,13:00:00,14:15:00,Bernard Fraga
4706,POLS,352-1,Constitutional Law,MW,10:00:00,11:15:00,Steve Visco
4707,POLS,353-1,Civil Liberties,TuTh,11:30:00,12:45:00,Devon Thurman
4708,POLS,360-1,Public Policy,TuTh,10:00:00,11:15:00,Eddy Yeung
4709,POLS,368-1,Urban Public Policy,TuTh,16:00:00,17:15:00,Michael Owens
4710,POLS,370A-1,Community Building and Social Change I  Principles and Perspectives,MW,11:30:00,12:45:00,Michael Rich
4711,POLS,385-2,Special Topics Political Science,TuTh,11:30:00,12:45:00,Courtney Freer
4712,POLS,385-3,Special Topics Political Science,TuTh,14:30:00,15:45:00,Courtney Freer
4713,POLS,385-4,Special Topics Political Science,W,16:00:00,18:45:00,Holli Semetko
4714,POLS,385-6,Special Topics Political Science,MW,10:00:00,11:15:00,John Patty
4716,POLS,394-1,Research Topics in Political Science,M,13:00:00,15:45:00,Not Listed
4717,POLS,394-2,Research Topics in Political Science,TuTh,13:00:00,14:15:00,Hantao He
4718,POLS,394-3,Research Topics in Political Science,MW,16:00:00,17:15:00,Yawei Liu
4719,POLS,394-4,Research Topics in Political Science,Tu,13:00:00,15:45:00,Bernard Fraga
4724,POLS,494-1,Research Topics Seminar in Political Science,MW,17:30:00,18:45:00,Jessica Sun
4725,POLS,494W-1,Research Topics Seminar in Political Sciences,M,8:30:00,11:15:00,Lazare Kovo
4726,POLS,494-2,Research Topics Seminar in Political Science,TuTh,13:00:00,14:15:00,Matthew Gunning
4727,POLS,494W-2,Research Topics Seminar in Political Sciences,MW,14:30:00,15:45:00,Beth Reingold
4728,POLS,495W-1,Research Honors Tutorial,TuTh,8:30:00,9:45:00,Renard Sexton
4730,POLS,497R-1,Directed Study,F,11:30:00,12:45:00,Judd Owen
4732,POLS,507-1,Research Design  Data Collection,Tu,13:00:00,15:45:00,Tom Clark
4733,POLS,508-1,Mathematical Tools for Politicial Scientists,MW,13:00:00,14:15:00,Elizabeth Penn
4734,POLS,514-1,Advanced Game Theory,MW,11:30:00,12:45:00,John Patty
4735,POLS,520-1,Comparative Government  Politics,F,13:00:00,15:45:00,Miguel Robayo
4736,POLS,570-1,Empirical Methods 2,M,14:30:00,17:30:00,Adam Glynn
4737,POLS,585-1,Variable Topics Seminar,Tu,13:00:00,15:45:00,David Davis
4738,POLS,585-2,Variable Topics Seminar,W,14:30:00,17:30:00,Renard Sexton
4739,POLS,585-3,Variable Topics Seminar,MW,10:00:00,11:15:00,John Patty
4740,POLS,585-4,Variable Topics Seminar,MW,17:30:00,18:45:00,Jessica Sun
4742,POLS,795-1,Teaching Political Science,Th,14:30:00,15:45:00,Eric Reinhardt
4745,POLS,354-1,Criminal Justice,TuTh,14:30:00,15:45:00,Salmon Shomade
4748,DM,700-1,Becoming a Reflective Practitioner,W,12:30:00,14:00:00,Susan Reynolds
4749,DM,701-1,First Year Colloquy I,M,12:30:00,13:30:00,Susan Reynolds
4750,DM,701-2,First Year Colloquy I,M,12:30:00,13:30:00,Susan Reynolds
4751,DM,703-1,Second Year Colloquy,M,14:00:00,15:00:00,Joy McDougall
4752,DM,703-2,Second Year Colloquy,M,14:00:00,15:00:00,Joel LeMon
4753,DM,704-1,Third Year Colloquy,M,15:30:00,16:30:00,Ellen Marshall
4754,DM,704-2,Third Year Colloquy,M,15:30:00,16:30:00,Nick Peterson
4755,DM,712-1,Ecclesiologies in Action,W,14:00:00,15:30:00,Joy McDougall
4756,DM,715-1,Lead  Wit 2 Engagng the Wrld,W,15:30:00,17:00:00,Ellen Marshall
4757,DM,722-1,Issues in Old Testament Interpretation,W,14:00:00,15:30:00,Joel LeMon
4758,DM,725-1,Preaching the Bible,W,15:30:00,17:00:00,Nick Peterson
4822,ECON,422-1,Economic Forecasting,MW,10:00:00,11:15:00,Sue Mialon
4824,ENG,355W-1,20th Century American Novel,MW,16:00:00,17:15:00,Michelle Wright
4825,ENG,485W-1,Topics in Applied Research,TuTh,16:00:00,17:15:00,Mitch Murray
4826,ENG,485W-2,Topics in Applied Research,MW,13:00:00,14:15:00,Ben Miller
4827,ENGRD,101-13,Rhetorical CompositionCritical Reading,TuTh,11:30:00,12:45:00,Mitch Murray
4828,ENGRD,101-14,Rhetorical CompositionCritical Reading,TuTh,13:00:00,14:15:00,Mitch Murray
4829,ENGRD,302W-2,Technical Writing,MW,10:00:00,11:15:00,Ben Miller
4830,ENVS,247-1,Ecology,MW,11:30:00,12:45:00,Miguel Reyes
4831,ENVS,347-1,Landscapes and Geomorphology,TuTh,11:30:00,12:45:00,Michael Page
4832,ENVS,347L-1,Geomorphology Laboratory,Th,13:00:00,15:45:00,Michael Page
4833,ENVS,370A-1,Community Building and Social Change I  Principles and Perspectives,MW,11:30:00,12:45:00,Michael Rich
4834,ENVS,485W-1,Special Topics,TuTh,16:00:00,17:15:00,Mitch Murray
4835,EPI,563-1,Concepts and Applications in Spatial Epidemiology,Th,15:00:00,16:20:00,Michael Kramer
4836,EPI,791-1,Teaching Epidemiology,F,13:00:00,14:50:00,Michael Goodman
4842,FILM,101-3,Introduction to Film,Tu,11:30:00,12:45:00,Michele Schreiber
4844,HIST,351-1,TopicsNonUS Economic History,TuTh,17:30:00,18:45:00,Judith Miller
4845,HIST,384-1,Slavery in US History and Culture,MW,16:00:00,17:15:00,Michelle Gordon
4846,HIST,412W-1,Music and Politics,W,18:00:00,20:45:00,Judith Miller
4848,HLTH,310-1,Defining Health Biocultural Perspectives,TuTh,13:00:00,14:15:00,Michelle Lampl
4849,HPM,501-1,Pub Health  Health Resource Alloc,Th,9:00:00,11:50:00,Michal
4850,HPM,554-1,Quality Improvement MethHlth Care,Tu,17:00:00,19:50:00,Michael OToole
4851,ISOM,354-1101,Strategic Modeling and Social Dynamics,TuTh,11:30:00,12:45:00,Michael Prietula
4854,JPN,232-1,Language Usage in Japanese Society,MW,10:00:00,11:15:00,Mizuki Mazzotta
4855,JPN,351-1,Business Japanese,MW,13:00:00,14:15:00,Mizuki Mazzotta
4856,JS,225-1,Introduction to Judaism,TuTh,11:30:00,12:45:00,Michael Berger
4859,LAW,605-001,Alternative Dispute Resolution,M,14:15:00,17:15:00,Michael Athans
4860,LAW,605-002,Alternative Dispute Resolution,Th,14:15:00,17:15:00,Michael Athans
4861,LAW,617A-001,Advanced Commercial Real Estate,Th,14:00:00,17:00:00,David Minkin
4862,LAW,656-002,Negotiations,Tu,18:15:00,20:15:00,Denise Miller
4871,MATH,210-2,Advanced Calculus for Data Sciences,TuTh,8:30:00,9:45:00,Mike Carr
4872,MATH,210-3,Advanced Calculus for Data Sciences,TuTh,10:00:00,11:15:00,Mike Carr
4873,MATH,211-1,Advanced Calculus Multivariable,MW,8:30:00,9:45:00,Mikhail Lepilov
4874,MATH,111-1,Calculus I,MWF,8:30:00,9:20:00,Michael Rogers
4875,MATH,111-2,Calculus I,MWF,10:00:00,10:50:00,Michael Rogers
4876,MATH,185-1,Topics in Mathematics,MW,11:30:00,12:45:00,Michael Rogers
4880,MKT,340-1122,Marketing Management,MW,11:30:00,12:45:00,Michelle Andrews
4881,MKT,340-1123,Marketing Management,MW,16:00:00,17:15:00,Michelle Andrews
4882,MKT,340-1124,Marketing Management,TuTh,8:30:00,9:45:00,Michelle Andrews
4883,MKT,340-1422,Marketing Management,MW,11:30:00,12:45:00,Michelle Andrews
4884,MKT,340-1423,Marketing Management,MW,16:00:00,17:15:00,Michelle Andrews
4885,MKT,340-1424,Marketing Management,TuTh,8:30:00,9:45:00,Michelle Andrews
4886,MSP,501-1,Ethical Issues in Pharmacology,W,15:30:00,16:30:00,Michael Kuhar
4888,OAM,632-2171,Negotiations,Th,18:30:00,21:30:00,Michael Sacks
4889,OAM,632-3202,Negotiations,TuTh,11:30:00,12:45:00,Michael Sacks
4890,OAM,632-3271,Negotiations,Th,18:30:00,21:30:00,Michael Sacks
4891,PHIL,204W-1,19th  20th Century Philosophy,TuTh,13:00:00,14:15:00,Andrew Mitchell
4892,PHIL,405W-2,Topics 20th Century Philosophy,TuTh,14:30:00,15:45:00,Andrew Mitchell
4897,POLS,368-1,Urban Public Policy,TuTh,16:00:00,17:15:00,Michael Owens
4898,POLS,370A-1,Community Building and Social Change I  Principles and Perspectives,MW,11:30:00,12:45:00,Michael Rich
4900,POLS,520-1,Comparative Government  Politics,F,13:00:00,15:45:00,Miguel Robayo
4903,PSYC,778R-1,Research Seminar B,Tu,16:00:00,17:30:00,Michael Treadway
4906,QTM,100-9,Intro to Stat Inference,MW,11:30:00,12:45:00,Michal Arbilly
4907,QTM,100-10,Intro to Stat Inference,F,11:30:00,12:20:00,Michal Arbilly
4908,QTM,100-11,Intro to Stat Inference,F,13:00:00,13:50:00,Michal Arbilly
4909,QTM,100-12,Intro to Stat Inference,F,14:30:00,15:20:00,Michal Arbilly
4910,QTM,302W-2,Technical Writing,MW,10:00:00,11:15:00,Ben Miller
4911,QTM,325-1,Evolutionary Game Theory,TuTh,13:00:00,14:15:00,Michal Arbilly
4912,QTM,540-1,Communication,MW,13:00:00,14:15:00,Ben Miller
4913,REL,225-1,Introduction to Judaism,TuTh,11:30:00,12:45:00,Michael Berger
4914,SOC,370A-1,Community Building and Social Change I  Principles and Perspectives,MW,11:30:00,12:45:00,Michael Rich
4915,THEA,215-1,History of Drama and Theater I,MWF,11:30:00,12:20:00,Michael Evenden
4916,WGS,200-6,Introduction to WGSS,TuTh,14:30:00,15:45:00,Milo Murphy
4917,WGS,385-3,Spec Topics Women Gender  Sexuality Studies,MW,16:00:00,17:15:00,Michael Peletz
4918,WR,510-1,Introduction to Judaism,Tu,14:30:00,17:30:00,Michael Berger
4919,CHP,501-1,Introduction to Chaplaincy,Th,14:30:00,16:30:00,Danielle Hansen
4921,GRK,101-1,Elementary Greek I,F,14:30:00,15:45:00,Louise Pratt
4922,GRK,201-1,Intermediate Greek Prose,MWF,13:00:00,13:50:00,Niall Slater
4923,GRK,312-1,Tragedy,MW,10:00:00,11:15:00,David Schoor
4929,THEA,100-1,Introduction to the Theater,MW,14:30:00,15:45:00,Brent Glenn
4930,THEA,100-2,Introduction to the Theater,TuTh,13:00:00,14:15:00,Not Listed
4931,THEA,100-3,Introduction to the Theater,MW,10:00:00,11:15:00,Joy Osmanski
4932,THEA,120-1,Acting Fundamentals,TuTh,11:30:00,12:45:00,Tom Zhang
4933,THEA,120-2,Acting Fundamentals,MW,13:00:00,14:15:00,Mary Owen
4934,THEA,120-3,Acting Fundamentals,MW,16:00:00,17:15:00,Kayla Ibarra
4935,THEA,120-4,Acting Fundamentals,TuTh,14:30:00,15:45:00,Not Listed
4936,THEA,130-1,Stagecraft,TuTh,10:00:00,11:15:00,Not Listed
4938,THEA,190-1,Fresh Seminar,MW,11:30:00,12:45:00,Sara Culpepper
4940,THEA,210W-1,Reading for Performance,TuTh,17:30:00,18:45:00,Patricia Henritze
4941,THEA,210W-2,Reading for Performance,TuTh,14:30:00,15:45:00,Lydia Fort
4942,THEA,210W-3,Reading for Performance,MW,13:00:00,14:15:00,Not Listed
4943,THEA,215-1,History of Drama and Theater I,MWF,11:30:00,12:20:00,Michael Evenden
4944,THEA,222-1,Acting Speeches  Monologues,TuThF,10:00:00,10:50:00,John Ammerman
4946,THEA,224-1,Movement for the Actor,TuTh,13:00:00,14:15:00,John Ammerman
4947,THEA,243-1,Arts Administration,F,13:00:00,15:45:00,Ariel Fristoe
4948,THEA,289-1,Special Topics Theatre,W,14:00:00,14:50:00,Maria Gonzalez
4949,THEA,313-1,History of the American DramaTheater,TuTh,11:30:00,12:45:00,Lydia Fort
4950,THEA,317R-1,Studies in a Major Figure,MW,10:00:00,11:15:00,Kimberly Belflower
4951,THEA,319-1,Chinese Drama,TuTh,13:00:00,14:15:00,Maria Sibau
4952,THEA,326-1,Acting for the Camera,M,14:30:00,17:30:00,Not Listed
4953,THEA,329-1,Art as Work Self Community and Practice,MW,11:30:00,12:45:00,Sally Radell
4954,THEA,332-1,Set Design,MW,10:00:00,11:15:00,Sara Culpepper
4955,THEA,334-1,Sound Design,MW,16:00:00,17:15:00,Brent Glenn
4956,THEA,366W-1,Topics in Contemporary Drama,MW,16:00:00,17:15:00,Not Listed
4957,THEA,367-1,The Self in Performance,MW,10:00:00,11:15:00,Erica Craig
4958,THEA,372RW-1,Intermediate Playwriting,Tu,14:30:00,17:30:00,Kimberly Belflower
4959,THEA,410W-1,Aesthetics and Criticism,TuTh,16:00:00,17:15:00,Not Listed
4964,THEA,1.30E+01,Stagecraft,TuTh,10:00:00,11:15:00,Jessica Rivers
4965,THEA,1.30E+00,Stagecraft,W,10:00:00,12:00:00,Jessica Rivers
4966,THEA,1.30E-01,Stagecraft,F,13:00:00,15:00:00,Jessica Rivers
4968,THEA,381-1,Prison Media and Performance,MW,14:30:00,15:45:00,Nick Fesette
4970,BIOS,500-1,Statistical Methods I,MW,8:30:00,9:50:00,Azhar Nizam
4971,BIOS,500L-1,Statistical Methods I Laboratory,W,17:00:00,18:50:00,Not Listed
4972,BIOS,500-2,Statistical Methods I,TuTh,15:00:00,16:20:00,Jose Binongo
4973,BIOS,500L-2,Statistical Methods I Laboratory,Tu,15:00:00,16:50:00,Not Listed
4974,BIOS,500-3,Statistical Methods I,MW,8:30:00,9:50:00,Raphiel Murden
4975,BIOS,500L-3,Statistical Methods I Laboratory,Tu,17:00:00,18:50:00,Not Listed
4976,BIOS,500-4,Statistical Methods I,TuTh,15:00:00,16:20:00,Michal
4977,BIOS,500L-4,Statistical Methods I Laboratory,Tu,17:00:00,18:50:00,Not Listed
4978,BIOS,500-5,Statistical Methods I,TuTh,17:30:00,18:50:00,Alex Edwards
4979,BIOS,500L-5,Statistical Methods I Laboratory,W,8:00:00,9:50:00,Not Listed
4980,BIOS,500L-6,Statistical Methods I Laboratory,W,15:00:00,16:50:00,Not Listed
4981,BIOS,500L-7,Statistical Methods I Laboratory,Th,17:00:00,18:50:00,Not Listed
4982,BIOS,500L-8,Statistical Methods I Laboratory,Th,15:00:00,16:50:00,Not Listed
4983,BIOS,500L-9,Statistical Methods I Laboratory,Th,19:00:00,20:50:00,Not Listed
4984,BIOS,500L-10,Statistical Methods I Laboratory,Th,17:00:00,18:50:00,Not Listed
4985,BIOS,500L-11,Statistical Methods I Laboratory,Tu,8:00:00,9:50:00,Not Listed
4986,BIOS,500L-12,Statistical Methods I Laboratory,W,17:00:00,18:50:00,Not Listed
4987,BIOS,500L-13,Statistical Methods I Laboratory,Th,17:00:00,18:50:00,Not Listed
4988,BIOS,500L-14,Statistical Methods I Laboratory,Tu,17:00:00,18:50:00,Not Listed
4990,BIOS,502-1,Statistical Methods III,TuTh,10:30:00,11:50:00,Jose Binongo
4991,BIOS,503D-901,Introduction to Biostatistics,F,12:30:00,15:30:00,Not Listed
4992,BIOS,506-1,Foundations of Biostatistical Methods,TuTh,13:00:00,14:50:00,Jeffrey Switchenko
4993,BIOS,508-1,Biostatistical Methods,TuTh,13:00:00,14:50:00,Ying Guo
4994,BIOS,510-1,Intro to Probability Theory,MW,10:00:00,11:50:00,Rebecca Zhang
4995,BIOS,512-1,Probability Theory 1,WF,13:00:00,14:50:00,Rebecca Zhang
4996,BIOS,516-1,Introduction to Large Scale Biomedical Data Analysis,W,15:00:00,16:50:00,Yijuan Hu
4998,BIOS,521-1,Applied Survival Analysis,W,13:00:00,14:50:00,Jose Binongo
4999,BIOS,522-1,Survival Analysis Methods,M,10:00:00,11:50:00,Natalie Dean
5000,BIOS,525-1,Longitudinal and Multilevel Data Analysis,Th,10:00:00,11:50:00,Howard Chang
5001,BIOS,526-1,Modern Regression Analysis,MW,13:30:00,14:50:00,Benjamin Risk
5002,BIOS,531-1,SAS Programming,M,13:00:00,14:50:00,George Cotsonis
5003,BIOS,534-1,Machine Learning,MW,11:30:00,12:45:00,Not Listed
5004,BIOS,544-1,Introduction to R NonBIOS Student,M,15:00:00,16:50:00,Chad Robichaux
5005,BIOS,544-2,Introduction to R NonBIOS Student,M,15:00:00,16:50:00,Alex Edwards
5006,BIOS,560R-1,Spec Topics in Biostatistics,Tu,15:00:00,16:50:00,Howard Chang
5007,BIOS,580-1,Statistical Practice I,W,10:00:00,11:50:00,Azhar Nizam
5009,BIOS,584-1,Python Programming NonBIOS Student,F,8:00:00,9:50:00,Rameshbabu Manyam
5011,BIOS,585-1,Python Programming,F,10:00:00,11:50:00,Rameshbabu Manyam
5012,BIOS,590R-1,Seminar In Biostatistics,Th,12:00:00,12:50:00,Not Listed
5016,BIOS,707-1,Advanced Linear Models,MW,13:00:00,14:50:00,Amita Manatunga
5017,BIOS,710-1,Probability Theory II,TuTh,10:00:00,11:50:00,Limin Peng
5018,BIOS,736-1,Stats Analy WMissing Mismeasured,Th,15:00:00,16:50:00,Eugene Huang
5019,BIOS,737-1,Spatial Analysis Of Public Health Data,Tu,15:00:00,16:50:00,Howard Chang
5020,BIOS,760R-1,Advanced Topics in Biostatistics,MW,15:00:00,16:50:00,Razieh Nabi
5021,BIOS,777-1,How To Teach Biostatistics,F,10:00:00,11:50:00,Lance Waller
5022,BIOS,790R-1,Advanced Seminar In Biostatistics,Th,12:00:00,12:50:00,Not Listed
5041,LAT,101-1,Elementary Latin I,MWF,8:30:00,9:45:00,Not Listed
5042,LAT,101-2,Elementary Latin I,F,10:00:00,11:15:00,Not Listed
5043,LAT,101-3,Elementary Latin I,MWF,11:30:00,12:45:00,Katrina Dickson
5044,LAT,201-1,Intermediate Latin Prose,TuTh,13:00:00,14:15:00,Emily Master
5045,LAT,370-1,Spec Topics Latin Literature,MW,11:30:00,12:45:00,Not Listed
5052,PRS,505D-900,Integrated Communication Strategies,F,16:00:00,19:00:00,Not Listed
5053,PRS,538D-901,Community Needs Assessment,F,12:30:00,15:30:00,Not Listed
5054,PRS,540D-901,Conduct of Evaluation Research,F,12:30:00,15:30:00,Not Listed
5059,REL,100R-1,Introduction to Religion,MW,10:00:00,11:15:00,James Hoesterey
5060,REL,100R-2,Introduction to Religion,TuTh,14:30:00,15:45:00,Ellen Gough
5062,REL,170-1,Special Topics in Religion,TuTh,13:00:00,14:15:00,Hyun Kim
5063,REL,190-1,Fresh Sem Religion,MW,14:30:00,15:45:00,Shiv Subramaniam
5064,REL,190-2,Fresh Sem Religion,TuTh,10:00:00,11:15:00,Eric Reinders
5065,REL,209-1,History of Religions In America,MW,11:30:00,12:45:00,Katherine Rosenblatt
5066,REL,210R-1,Classic Religious Texts,MW,11:30:00,12:45:00,Shiv Subramaniam
5067,REL,225-1,Introduction to Judaism,TuTh,11:30:00,12:45:00,Michael Berger
5068,REL,244W-1,The Quran,MW,13:00:00,14:15:00,Devin Stewart
5069,REL,270-1,Special Topics in Religion,TuTh,10:00:00,11:15:00,Not Listed
5070,REL,270-2,Special Topics in Religion,TuTh,11:30:00,12:45:00,Ellen Gough
5071,REL,270-3,Special Topics in Religion,TuTh,16:00:00,17:15:00,Devaka Premawardhana
5072,REL,270-4,Special Topics in Religion,TuTh,14:30:00,15:45:00,Alicja Podbielska
5073,REL,270-5,Special Topics in Religion,MW,16:00:00,17:15:00,Gary Laderman
5074,REL,270-6,Special Topics in Religion,TuTh,11:30:00,12:45:00,Alicja Podbielska
5075,REL,270-7,Special Topics in Religion,MW,13:00:00,14:15:00,Katherine Rosenblatt
5076,REL,270-8,Special Topics in Religion,TuTh,10:00:00,11:15:00,Don Seeman
5077,REL,300-1,Interpreting Religion,TuTh,13:00:00,14:15:00,Devaka Premawardhana
5078,REL,307-1,East Asian Buddhism,MW,13:00:00,14:15:00,Wei Wu
5079,REL,313-1,Modern Catholicism,MW,14:30:00,15:45:00,Sarah Kothe
5080,REL,325-DIS,Black Love,F,14:30:00,15:45:00,Dianne Stewart
