,class_prefix,class_num,class_name
2241,ISOM,655,Epidemiologic Concepts and Analysis
2242,ISOM,663C,Epidemiologic Methods II
2243,ISOM,671,HospitalHealthcare Epidemiology
2244,ISOM,676,Epidemiology of Tuberculosis
2245,ISOM,689,Cardiovascular Disease Epidemiology
2246,ISOM,751,Advanced Epidemiologic Methods II
2247,ISOM,753,HIV Epidemiology
2250,ITAL,202,Human Genome Epidemiology
2251,ITAL,302W,Global Issues in Antimicrobial Resistance
2252,ITAL,375,Advanced Designing and Implementing EPI Studies
2253,ITAL,375W,Methods in Obesity Epidemiology
2254,ITAL,397R,Emerging Infectious Diseases
2272,JPN,202,Data Sources and Methods for MCH EPI
2273,JPN,234,Immunization Programs and Policies
2274,JPN,270,Infectious Disease Dynamics Theory and Models
2275,JPN,302W,Advanced Topics in Cancer Epidemiology
2276,JPN,375,EPI Seminar Life Course Epidemiology
2277,JPN,397R,EPI Seminar Crit.Eval.Sci.Comm.Sci.B.News
2278,JPN,402,EPI Seminar Disease Surveillance
2279,JPN,451RW,EPI Seminar MPHMSPH Journal Club
2280,JS,101,Social Epidemiology
2281,JS,190,Advanced Applied Methods in Social Epidemiology
2283,JS,258,Applied Practice Experience
2284,JS,271,Maternal Child Health
2285,JS,273,MCH Foundations Lab
2286,JS,273W,Directed Study
2287,JS,275W,Capstone
2288,JS,341,MPH Thesis Research
2289,JS,354RW,Thesis
2291,JS,370W,Epidemiology Grant Writing Course
2292,JS,380,Analytical Foundations of Epidemiology
2293,JS,383,Advanced EPI Methods I
2294,JS,422,Reproductive Epidemiology
2295,JS,430R,Longitudinal Data
2296,JS,470W,Doctoral Seminar in Epidemiologic Practice
2297,JS,560R,Pre-candidacy Research
2300,KRN,190,Research
2301,KRN,202,Christian Ethics
2302,KRN,227W,"Religion, Ethics, and Public Intellectuals"
2303,KRN,302,Feminist & Womanist Ethics
2304,KRN,357,Contextual Education Elective Christology & Ethics
2305,KRN,374W,Psychology of Moral Development & Moral Education
2306,KRN,386,Skills in Conflict Transformation I
2308,KRN,389,Skills in Conflict Transformation II
2309,KRN,402,Approaches to Criminal Justice Ministries
2310,LA,501,Jewish Law
2311,LA,650,First Ammendment Religious Liberty
2312,LA,698,Special Topics in Ethics and Society
2313,LACS,190,Special Topics in Ethics and Society Leadership&African Moral Trad.
2315,LACS,270,Directed Study
2316,LACS,363W,Oral and Written Communication for International Students
2317,LACS,409,Enabling An Evangelizing Church
2318,LACS,490R,World Evangelism in an Age of Empire
2319,LACS,497R,Evangelism Regional Seminar Sri Lanka
2320,LAT,102,Faith and Health Integrative Paper
2321,LAT,202,Photography I
2322,LAT,312,Intro to Digital Video
2323,LAT,495RW,Freshmen Seminar Film Media Film Noir
2324,LAT,498R,Photography II
2325,LAT,597R,Film Producing
2326,LAW,500X,Cinematography and Lighting
2327,LAW,520A,Introduction To Film
2328,GRAD,,Advanced Photography
2329,LAW,525,Writing the Short Film
2330,LAW,530,Acting for the Camera
2331,LAW,535B,50 Shades Nonfiction Ethics
2332,LAW,545,"Film, Media, and Social Change"
2333,LAW,560,History Of Film Since 1954
2335,LAW,560B,"Special Topics in Film Race,Repres. in American Film"
2337,LAW,570A,Special Topics in Film Afr. American Film Since 1965
2339,LAW,580A,"Special Topics in Film Race, Gender, and Speculation"
2340,LAW,580B,Special Topics in Film Film &Environmental Humanities
2341,LAW,599,The Russian Avantgarde
2343,LAW,599A,Screenwriting
2344,OSP,,Advanced Screenwriting
2345,LAW,599E,Contemporary Film & Media Theory
2346,LAW,599G,"Music, Film, and Politics"
2347,OJM,,Special Topics in Media Transmedia Storytelling
2348,LAW,601,Special Topics in Media Guerilla Political Videography
2349,LAW,601A,Special Topics in Media Ballet Culture. Pleasure&Pain
2350,LAW,601B,Documentary Film & Media History
2351,LAW,604,Internship
2353,LAW,606,Advanced Topics in Film and Media Studies Frank Capra &Columbia in 1930s
2354,LAW,608,Advanced Topics in Film and Media Studies
2355,LAW,609,Honors Thesis
2356,LAW,610,Directed Research
2357,LAW,612,Business Economics
2358,LAW,613A,Finance for Non-BBA Students
2359,LAW,617,Corporate Finance
2360,LAW,619,Economics & Finance of Film
2361,LAW,620L,IMPACT360 Strategic Valuation
2362,LAW,621,Study Abroad Finance Elective (General Elective)
2363,CRSL,,Study Abroad Finance Elective (Global)
2364,LAW,622A,Global Macroeconomic Perspectives
2365,LAW,622E,Study Abroad Finance Elective (Related)
2366,LAW,622X,Advanced Corporate Finance
2367,LAW,624X,Corp. Governance & Firm Value
2368,LAW,627,Advanced Financial Markets
2369,LAW,630A,Investments
2370,LAW,632X,Real Estate Finance
2371,LAW,633,Bank Mgt. & Financial Services
2372,LAW,635C,International Finance
2373,LAW,635D,Investment Banking
2374,LAW,636,Venture Capital & Private Equity
2375,LAW,640L,Applied Investment Mgt
2376,LAW,641,Real Estate Equity Investment
2377,LAW,642,Advanced Real Estate Finance
2378,LAW,650,Distressed Investing
2379,LAW,656,Special Topics Fintech
2380,LAW,657H,Managerial Economics
2381,LAW,657I,Global Macroeconomic Perspective
2382,LAW,658,IMPACT360 Healthcare
2383,LAW,659A,Managerial Finance
2384,LAW,659B,Managerial Finance
2385,LAW,659C,IMPACT360 Strategic Valuation
2386,LAW,659E,Financial Intelligence
2387,LAW,659F,Financial Markets
2388,LAW,659J,Project Finance
2389,LAW,659R,IMPACT360 Real Estate
2390,LAW,664,Advanced Managerial Economics and Analytics
2391,LAW,668X,Mergers & Acquisitions
2392,LAW,671,Special Topics Fintech
2393,LAW,673,Advanced Corporate Finance
2394,LAW,676,Corp. Governance & Firm Value
2395,LAW,676C,Derivatives
2396,LAW,679,Real Estate Finance
2397,LAW,686,Bank Mgt. & Financial Services
2398,LAW,690A,International Finance
2399,LAW,690L,Investment Banking
2400,LAW,693,Venture Capital & Private Equity
2401,LAW,697C,Applied Investment Management
2402,LAW,699,Real Estate Equity Investment
2403,LAW,699C,Advanced Real Estate Finance
2404,LAW,702,Distressed Investing
2405,LAW,709,Finance Theory I
2406,LAW,712,Advanced Topics in Finance II
2407,LAW,720,Elementary French I
2408,LAW,724,Elementary French II
2409,LAW,727,Intermediate French
2410,LAW,729,Advanced French
2411,LAW,732,French For Reading Comprehension
2412,LAW,732C,Writing Skills
2413,LAW,734,French and Francophone Culture
2414,LAW,736,What Is Interpretation
2415,LAW,736A,Intersections
2416,LAW,743,Media and Genres
2417,LAW,747,Francophone Studies
2418,LAW,755A,French and Francophone Cinema
2419,LAW,756,Topics in French La Sculpture de Soi
2420,LAW,761C,Honors
2421,LAW,806A,Individual Directed Research
2422,LAW,810,Directed Study
2423,LAW,821,Individualized Research
2424,LAW,823,Tops French Literature Primal Scenes Psychoanalysis
2425,LAW,825,Ideologies of Theory Introduction to Derrida
2426,LAW,833,Ideologies of Theory Thinking&Feeling Mod. France
2427,LAW,837,Individualized Research
2428,LAW,840,Research Ethics
2429,LAW,842A,Elementary German II
2430,LAW,844,Freshman Seminar Great German BooksTranslation
2431,LAW,851,Freshman Seminar Nostalgia &Alts. in Mod.Jewish
2432,LAW,852,Beginning Conversation
2433,LAW,854,Intermediate German II
2434,LAW,860,German Studies II
2435,LAW,860A,Business German I
2436,LAW,863,Spec. Topics in German Studies
2437,LAW,870A,German Conversation
2438,LAW,870B,Topics in German Culture and Civilization Animals in German Literature
2439,LAW,870C,TopicsGerman Lit Translation Jewish Assimilation in Germany
2440,LAW,870D,Honors
2441,LAW,870E,Directed Study
2442,LAW,870F,Critical Issues in Global Health
2443,LAW,870G,Addressing Key Issues in Global Health
2444,LAW,870H,Quantitative Data Collection
2445,LAW,870I,Health and Human Rights Seminar
2446,LAW,870K,Translation & Implementation Sciences
2447,LAW,876,Epidemiological Methods in Humanitarian Emergencies
2448,LAW,880,International Infectious Diseases
2449,LAW,881E,Health in Complex Humanitarian Emergencies
2450,LAW,882,Community Based Participatory Action Research
2451,LAW,883,Social and Behavioral Change Communications
2452,LAW,884,Emerging Infectious Disease
2453,LAW,885,Faith and Health Transforming Communities
2454,LAW,886,Qualitative Methods for Research in Global Health
2455,LAW,887,Health Systems Performance and Financing Methods and Evidence
2456,LAW,887A,The GEMMA Seminar The Global Elimination of Maternal Mortality from Abortion
2457,LAW,888,Mental Health in Complex Humanitarian
2458,LAW,889,Diabetes A Model for Global Non-communicable Disease Prevention & Control
2459,LAW,890A,Field Epidemiology
2460,LAW,895,Religion & Health in Context HiV
2461,LAW,896,Fundamentals of Qualitative Data Analysis
2463,LAW,897B,Nutritional Assessment
2464,LAW,898B,Maternal And Child Nutrition
2465,NAIM,,Human Nutrition II
2469,LAW,942,Epidemiology and Dynamics of STDs
2470,LAW,945,Vision Health A Global Perspective
2471,LAW,958,Proposal Development
2472,LAW,959,Global Issues in Antimicrobial Resistance
2473,LING,201,Gender and Global Health
2474,LING,212W,Monitoring and Evaluating Global Health Programs
2475,LING,234,Tuberculosis
2476,LING,303,Developing Monitoring and Evaluation for Public Health Programs
2477,LING,304,Immunization Programs and Policies
2478,LING,317,Community Engaged Food Security
2479,LING,328,Community Transformation
2480,LING,329,"Malaria Prevention, Control & Treatment"
2481,LING,340,Chronic Disease Control and Prevention
2482,LING,342,Control Of FoodWaterborne Disease
2483,LING,385,Evidence-Based Decision Making
2485,LING,401W,Applied Practice Experience
2486,LING,409,Humphrey Fellow Practicum
2487,LING,410,Maternal Child Health
2488,LING,446W,MCH Foundations Lab
2489,LING,485,Directed Study
2490,LING,495BW,Thesis
2491,LING,499R,Introductory Graduate Seminar
2492,M,653,Laboratory Rotations
2493,M,655,Advanced Graduate Research
2494,M,690,Ethical Conduct in Research
2495,M,697,Dissertation Research
2496,M,698,Interdisciplinary Seminar Public Humanities
2498,M,699,Interdisciplinary Seminar Eating Ethics
2499,M2M,700,Interdisciplinary Seminar Health& Healthy Equity
2502,MATH,116,Elementary Greek II
2507,MATH,250,Intensive Elementary Greek
2508,MATH,276,Intermediate Greek Poetry
2509,MATH,297,Tragedy
2510,MATH,315,Honors
2511,MATH,321,Supervised Reading
2512,MATH,346,Directed Readings in Greek
2513,MATH,347,Medieval Christian Thought
2514,MATH,351,Introduction to the Reformation and Early Modern Christianity 1450-1750
2516,MATH,362W,History of American Christianity
2517,MATH,385W,The Making of Global Christianity
2518,MATH,412,Theology in the Monastic Tradition
2519,MATH,422,World Evangelism in an Age of Empire
2520,MATH,425,Faith and Reason
2521,MATH,495RW,Women and Gender in U.S. Religious History
2522,MATH,497R,Special Topics in Historical Theology Ecclesiastical Latin
2523,MATH,512,Directed Study
2524,MATH,516,Elementary Modern Hebrew II
2525,MATH,522,Intermediate Modern Hebrew II
2526,MATH,524,Advanced Modern Hebrew II
2527,MATH,532,Topics in Hebrew Conversational Hebrew
2528,MATH,546,Modern Hebrew Literature
2529,MATH,550,Supervised Reading
2530,MATH,577R,Intensive Hebrew Language Training
2531,MATH,578R,Genetic Counseling Seminar II
2532,MATH,579R,Genetic Counseling Seminar IV
2533,MATH,590,Clinical Practicum Rotation 1
2535,MATH,789,Clinical Practicum Rotation Ii
2536,MATH,797R,Clinical Practicum Rotation VII
2538,MBC,600,Clinical Practicum Rotation VIII
2539,MC,999R,Focus Internship II
2540,MD,545,Focus Internship IV
2541,MD,550,Focus Internship V
2542,MD,555,Medical Genetics II
2543,MD,560,Genetic Counseling Theory & Practice II
2548,MD,642,Current Topics in Clinical Genetic Testing
2562,MD,748,Genetics for Common Diseases
2567,MD,757,Genetic Counseling Research II
2568,MD,800,Hot Topics in Genomics
2579,NE07,,Genetic Counseling Independent Study I
2585,AWY1,,Directed Study
2587,CO01,,Topics in Identity and Citizenship
2589,AN01,,Topics in Texts and Culture Moveable PastsHistory& Memory
2592,P07,,Topics in Texts and Culture Brazilian Ideas Art & Culture
2594,PE19,,Topics in Texts and Culture Introduction to Social Theory
2598,GM27,,Directed Study
2600,CO08,,Great Books History
2604,D02,,Freshman Seminar Epidemics in History
2606,DD01,,Freshman Seminar LawJusticeEmpire Americas
2611,P05,,Freshman Seminar Fake News  Contemporary World
2613,EM07,,Special Topics Cross-listed Introduction to Jewish Studies
2615,SU32,,Latin America A History
2617,E01,,Making of Modern America U.S. Since 1877
2623,PA02,,Topics in History and Text Slave Revolts in North America
2627,SU01,,Post-Mao China After 1976
2629,GM11,,Topics Historical Analysis Roman Britain Edge of Empire
2631,GO08,,Topics Historical Analysis Health in Latin Amer. History
2635,P11,,Topics Historical Analysis Asian American History
2637,HO02,,Special Topics Cross-listed Afro-Indigenous History
2639,HO01,,Special Topics Cross-listed LGBTQ Cultures Since Stonewall
2641,C10,,Special Topics Cross-listed Religion and American Law
2643,STDY,,Special Topics Cross-listed IsraelCase Study Nation Build
2645,ID08,,The Soviet Union
2647,ID02,,Reformation Europe
2651,IHHE,,The Classical Tradition & American Founding
2653,RA12,,American Routes
2657,P12,,Mexico Aztecs to Narcos
2661,PE22,,Sugar and Rum
2663,GM08,,The Making of South Africa
2665,PD01,,Choson Last Dynasty of Korea
2667,EM02,,The Arab-Israeli Conflict
2669,PE09,,Spec Topics History American Conservatisms
2671,HO05,,Spec Topics History The US & Latin America
2673,GM20,,Spec Topics History Journalism & Digital Archives
2677,PE10,,Special Topics Cross-listed African Diaspora Americas
2681,NE02,,Special Topics Cross-listed Re-presenting the PastLit.
2683,SU14,,Special Topics Cross-listed Beyond Bollywood
2685,O01,,Research Tutorial
2691,SU10,,Research Tutorial
2693,CO11,,"Mozart's World, Mozart's Women"
2695,ID09,,JrSr Colloquium Europe Living the French Revolution
2701,PE15,,Jr.Sr. Colloquium U.S. Slavery & the Archive
2705,AN03,,Jr.Sr. Colloquium U.S. Racial Violence in Mod.America
2707,PE05,,JrSr Coll LatAm&NonWest Wrld Law & Empire in Atlantic World
2709,PE06,,History Internship
2711,PE16,,Intro Historical Interpretation I
2717,PE14,,Intro Historical Interpretation II
2721,SU11,,Special Topics Cross-listed Brazilian Ideas Art & Culture
2723,PE01,,Special Topics Cross-listed Imagining Modernity
2725,SU12,,Supervised Reading
2729,C05,,Research Workshop in History
2731,GM02,,Special Topics in History Approaches to Jewish History
2733,P23,,Special Topics in History ColonialPostcolonial History
2735,P01,,"Special Topics in History Race, Rights and Resistance"
2739,P24,,Special Topics in History Fin-de-Siecle PoliticsCulture
2743,PD03,,Special Topics in History Spatial Revolution!Soviet Arch
2745,RM01,,Special Topics in History Brazilian Ideas Art & Culture
2750,R01,,Special Topics In History 2nd Research Paper Course
2752,GM05,,Special Studies LatAm&NonWest WrldLaw&Emp.
2754,OS04,,Directed Reading
2756,GM22,,Research
2758,SU20,,Professionalization Seminars
2762,SU04,,Advanced Research
2766,D05,,Peer Health Training
2768,SU07,,Fundamentals of Epidemiology
2771,SU19,,Predictive Health and Society
2773,SU42,,Health and Humanities
2774,MD,940,Foundations of Global Health
2775,MDIV,650R,Topics in Human Health Critiquing HLTH News
